zip,donations,total,NAME,variable,estimate,moe,per_capita
21607,2,350,ZCTA5 21607,B01003_001,770,239,2.5974025974025974
21610,279,3615.8,ZCTA5 21610,B01003_001,412,106,677.1844660194175
21612,232,8710.380000000001,ZCTA5 21612,B01003_001,597,297,388.60971524288107
21613,3942,120616.02999999994,ZCTA5 21613,B01003_001,17115,428,230.3242769500438
21614,1,17,NA,NA,NA,NA,NA
21615,2,12,NA,NA,NA,NA,NA
21617,3054,57825.34999999997,ZCTA5 21617,B01003_001,10534,743,289.91835959749386
21618,2,30,NA,NA,NA,NA,NA
21619,3573,96216.21999999994,ZCTA5 21619,B01003_001,5789,629,617.2050440490585
21620,7513,422426.1699999993,ZCTA5 21620,B01003_001,12989,739,578.4125028870583
21622,17,546.72,ZCTA5 21622,B01003_001,704,191,24.147727272727273
21623,282,7916.639999999999,ZCTA5 21623,B01003_001,2248,318,125.44483985765126
21624,164,8929.2,ZCTA5 21624,B01003_001,115,80,1426.086956521739
21625,258,8292.2,ZCTA5 21625,B01003_001,2401,346,107.45522698875469
21627,4,28,ZCTA5 21627,B01003_001,4,9,1000
21628,119,2211.88,ZCTA5 21628,B01003_001,324,134,367.28395061728395
21629,1206,24259.210000000006,ZCTA5 21629,B01003_001,9464,528,127.43026204564667
21631,94,3551.46,ZCTA5 21631,B01003_001,2708,403,34.711964549483014
21632,758,8827.550000000001,ZCTA5 21632,B01003_001,5885,356,128.8020390824129
21635,611,12718.539999999995,ZCTA5 21635,B01003_001,1970,388,310.1522842639594
21636,58,1112,ZCTA5 21636,B01003_001,837,253,69.29510155316606
21638,1114,33617.01,ZCTA5 21638,B01003_001,5227,664,213.12416299980868
21639,559,10110.96,ZCTA5 21639,B01003_001,5410,522,103.3271719038817
21640,141,3286.5,ZCTA5 21640,B01003_001,1467,295,96.11451942740285
21641,17,197,ZCTA5 21641,B01003_001,87,32,195.40229885057474
21643,740,13598.149999999998,ZCTA5 21643,B01003_001,5956,572,124.24445936870383
21645,196,5711.840000000006,ZCTA5 21645,B01003_001,1345,363,145.724907063197
21647,635,15435.859999999995,ZCTA5 21647,B01003_001,357,143,1778.7114845938374
21648,4,240,ZCTA5 21648,B01003_001,126,71,31.746031746031743
21649,100,2484.55,ZCTA5 21649,B01003_001,2204,499,45.37205081669691
21650,222,8666,ZCTA5 21650,B01003_001,296,153,750
21651,297,5999.56,ZCTA5 21651,B01003_001,2683,531,110.69698099142751
21652,249,5809.5,ZCTA5 21652,B01003_001,149,82,1671.1409395973153
21653,75,1085,ZCTA5 21653,B01003_001,96,75,781.25
21654,6312,175200.69,ZCTA5 21654,B01003_001,1221,250,5169.533169533169
21655,427,15772.760000000002,ZCTA5 21655,B01003_001,4763,458,89.64938064245223
21657,61,2836.7200000000003,ZCTA5 21657,B01003_001,727,188,83.90646492434662
21658,916,52629.99000000004,ZCTA5 21658,B01003_001,4177,427,219.29614555901364
21659,1,10,ZCTA5 21659,B01003_001,1509,319,0.6626905235255136
21660,722,14024.06,ZCTA5 21660,B01003_001,4361,386,165.55835817473059
21661,1339,25956.929999999997,ZCTA5 21661,B01003_001,2695,327,496.84601113172545
21662,821,71666.80999999998,ZCTA5 21662,B01003_001,369,101,2224.932249322493
21663,3198,165478.48000000045,ZCTA5 21663,B01003_001,3715,402,860.8344549125169
21664,37,803,ZCTA5 21664,B01003_001,497,133,74.4466800804829
21665,141,8093.42,ZCTA5 21665,B01003_001,194,120,726.8041237113401
21666,3570,104492.80000000018,ZCTA5 21666,B01003_001,13463,870,265.17120998291614
21667,445,7539.389999999999,ZCTA5 21667,B01003_001,255,131,1745.0980392156862
21668,148,2688.7899999999995,ZCTA5 21668,B01003_001,1763,360,83.94781622234828
21669,146,4473.520000000004,ZCTA5 21669,B01003_001,114,61,1280.701754385965
21670,15,29,NA,NA,NA,NA,NA
21671,397,13720.66,ZCTA5 21671,B01003_001,808,201,491.33663366336634
21672,6,92,ZCTA5 21672,B01003_001,149,71,40.26845637583892
21673,437,18756.35,ZCTA5 21673,B01003_001,3019,326,144.7499171911229
21676,78,9237.36,ZCTA5 21676,B01003_001,367,166,212.53405994550408
21677,28,1214,ZCTA5 21677,B01003_001,579,215,48.359240069084635
21678,1059,22807.97999999999,ZCTA5 21678,B01003_001,1549,313,683.6668818592641
21679,213,5971.209999999999,ZCTA5 21679,B01003_001,272,126,783.0882352941177
21691,1,100,NA,NA,NA,NA,NA
21701,24907,631639.1800000038,ZCTA5 21701,B01003_001,38390,1286,648.7887470695493
21702,17174,430403.05999999936,ZCTA5 21702,B01003_001,41729,1851,411.56030578254934
21703,8726,203219.95000000024,ZCTA5 21703,B01003_001,37048,1838,235.53228244439646
21704,5672,213888.01000000007,ZCTA5 21704,B01003_001,16478,1144,344.21653113241894
21705,449,9141.1,ZCTA5 21705,B01003_001,4,9,112250
21706,1,10,NA,NA,NA,NA,NA
21710,1509,45716.58000000003,ZCTA5 21710,B01003_001,4847,701,311.32659376934186
